Mercado Secundário de Debêntures - Gerado em 12/02/2025 11:42:23

Data	Emissor	Código do Ativo	ISIN	Quantidade	Número de Negócios	PU Mínimo	PU Médio	PU Máximo	% PU da Curva
23/1/2025	HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A	HGLB13	BRHGLBDBS020	604	8	1.029,241115	1.029,261700	1.029,282285	100,00
23/1/2025	HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A	HGLB23	BRHGLBDBS038	295	1	1.018,418418	1.018,418418	1.018,418418	98,94
23/1/2025	HELIO VALGAS SOLAR PARTICIPACOES S.A.	HVSP11	BRHVSPDBS008	1710	77	1.209,020747	1.212,923970	1.212,971189	98,26
23/1/2025	HYPERA S/A	HYPEA2	BRHYPEDBS0I4	1132	2	1.056,885347	1.056,893274	1.056,901201	99,89
23/1/2025	SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A.	IBPB11	BRIBPBDBS004	516	2	1.076,391881	1.076,712263	1.077,032644	85,72
23/1/2025	IFIN PARTICIPACOES S.A.	IFPT11	BRIFPTDBS007	15530	14	1.127,503721	1.127,638371	1.127,670105	ND
23/1/2025	IGUA SANEAMENTO S.A	IGSN15	BRIGSNDBS044	39	1	1.033,040963	1.033,040963	1.033,040963	85,17
23/1/2025	INSPIRALI EDUCACAO S/A	INEL12	BRINELDBS010	222	2	1.024,402483	1.024,410166	1.024,417849	100,13
23/1/2025	IOCHPE-MAXION S/A	IOCHA3	BRMYPKDBS0C2	100	1	1.038,088972	1.038,088972	1.038,088972	99,97
23/1/2025	IGUA RIO DE JANEIRO S.A.	IRJS14	BRIRJSDBS015	8314	128	1.032,969117	1.081,676248	1.151,838215	89,60
23/1/2025	IGUA RIO DE JANEIRO S.A.	IRJS15	BRIRJSDBS031	2851	95	851,226288	901,605320	977,959872	82,35
23/1/2025	IGUA SERGIPE S.A.	ISPE12	BRISPEDBS002	248	1	1.016,656495	1.016,656495	1.016,656495	100,00
23/1/2025	ITAPOA TERMINAIS PORTUARIOS S.A.	ITPO14	BRITPODBS041	1355	10	1.225,761315	1.252,595858	1.299,660897	88,72
23/1/2025	ITAUSA S/A	ITSA16	BRITSADBS077	554	2	1.025,817611	1.025,825305	1.025,832999	101,18
23/1/2025	CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A	IVIAA0	BRIVIADBS0C2	716	8	897,350419	931,585616	962,029514	89,81
23/1/2025	JALLES MACHADO S.A.	JALL11	BRJALLDBS002	69	9	1.047,235161	1.076,244255	1.136,272936	91,89
23/1/2025	JALLES MACHADO S.A.	JALL13	BRJALLDBS028	4	1	1.076,550098	1.076,550098	1.076,550098	94,74
23/1/2025	JALLES MACHADO S.A.	JALL14	BRJALLDBS036	890	6	1.015,399623	1.015,407239	1.015,414855	94,20
23/1/2025	JALLES MACHADO S.A.	JALL15	BRJALLDBS051	981	6	934,010508	937,044307	975,992727	90,22
23/1/2025	JALLES MACHADO S.A.	JALL21	BRJALLDBS010	65	1	1.063,530101	1.063,530101	1.063,530101	90,78
23/1/2025	JALLES MACHADO S.A.	JALL24	BRJALLDBS044	62	5	998,166536	1.036,786561	1.050,938138	96,16
23/1/2025	JHSF PARTICIPACOES S/A	JHSFA1	BRJHSFDBS079	2580	4	897,183693	897,226788	897,273415	100,82
23/1/2025	JHSF PARTICIPACOES S/A	JHSFA3	BRJHSFDBS087	486	6	1.004,188561	1.004,196092	1.004,203623	100,26
23/1/2025	JSL S.A	JSLGA5	BRJSLGDBS0M4	20	1	1.017,694553	1.017,694553	1.017,694553	98,33
23/1/2025	SIMPAR S.A.	JSMLA5	BRSIMHDBS036	2046	15	902,745390	933,239217	971,252100	92,99
23/1/2025	SIMPAR S.A.	JSMLB5	BRSIMHDBS044	80	2	1.093,142025	1.093,142025	1.093,142025	88,57
23/1/2025	KALLAS INCORPORACOES E CONSTRUCOES S.A.	KLAS12	BRKLASDBS005	1264	2	845,443922	845,450263	845,456604	99,73
23/1/2025	KLABIN S/A	KLBNA5	BRKLBNDBS087	3434	7	912,772974	926,663801	958,949292	88,76
23/1/2025	LOCALIZA RENT A CAR S/A	LCAMC3	BRRENTDBS147	10	1	1.035,706131	1.035,706131	1.035,706131	100,09
23/1/2025	LOCALIZA RENT A CAR S/A	LCAMD1	BRRENTDBS162	340	10	1.039,408028	1.078,575657	1.120,676263	87,57
23/1/2025	LOCALIZA RENT A CAR S/A	LCAMD3	BRRENTDBS154	60	2	1.029,291482	1.039,154908	1.041,127593	91,26
23/1/2025	LAGOA 1 ENERGIA RENOVAVEL S.A.	LGEN11	BRLGERDBS007	6	1	1.101,870948	1.101,870948	1.101,870948	131,28
23/1/2025	LOCALIZA RENT A CAR S/A	LORTA7	BRRENTDBS0K7	417	7	1.033,577731	1.119,755232	1.126,128400	87,59
23/1/2025	LOCALIZA RENT A CAR S/A	LORTB9	BRRENTDBS0N1	1354	4	1.061,884907	1.062,677432	1.064,544148	100,91
23/1/2025	LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.	LTTE15	BRLTTEDBS048	46	2	986,147574	991,618375	1.036,478944	82,51
23/1/2025	MIRANTE ENERGETICA  S.A.	MESA23	BRMESADBS030	8489	33	944,186665	944,928750	945,690498	90,40
23/1/2025	MAGAZINE LUIZA S/A	MGLUA0	BRMGLUDBS0A0	13372	35	956,435030	970,025042	996,067262	93,89
23/1/2025	EDP TRANSMISSAO SP-MG S/A	MGSP12	BRMGSPDBS017	1904	5	1.038,158701	1.079,020782	1.089,302994	79,26
23/1/2025	MILLS LOCACAO SERVICOS E LOGISTICA SA	MILSB0	BRMILSDBS0D6	1478	2	1.011,712453	1.011,720041	1.011,727629	100,00
23/1/2025	MARLIN NAVEGACAO SA	MLNV14	BRMLNVDBS024	652	8	959,519120	959,538311	959,557502	94,78
23/1/2025	MANAUS AMBIENTAL S.A.	MNAU13	BRMNAUDBS029	146	5	1.337,771158	1.342,218652	1.344,650185	99,96
23/1/2025	DB3 SERVICOS DE TELECOMUNICACOES S.A	MOBP13	BRDB3SDBS046	47	1	1.078,085257	1.078,085257	1.078,085257	96,90
23/1/2025	MOVIDA PARTICIPACOES S/A	MOVI17	BRMOVIDBS0F3	1148	38	1.019,878930	1.024,018763	1.028,848311	97,70
23/1/2025	MOVIDA PARTICIPACOES S/A	MOVI18	BRMOVIDBS0I7	304	2	912,172357	912,249817	918,059298	82,01
23/1/2025	MOVIDA PARTICIPACOES S/A	MOVI28	BRMOVIDBS0J5	275	8	855,776624	862,304193	885,454784	77,50
23/1/2025	MOVIDA PARTICIPACOES S/A	MOVI37	BRMOVIDBS0H9	294	6	948,590555	993,905973	1.004,334207	80,26
23/1/2025	MOVIDA PARTICIPACOES S/A	MOVIA3	BRMOVIDBS0M9	4048	48	982,694012	997,714468	1.014,280232	94,93
23/1/2025	MRS LOGISTICA S/A	MRSAA1	BRMRSADBS0H9	28	2	983,411382	1.001,768274	1.020,125166	92,41
23/1/2025	MRS LOGISTICA S/A	MRSAB1	BRMRSADBS0I7	942	8	967,551638	967,618843	996,120955	89,23
23/1/2025	MRS LOGISTICA S/A	MRSAC2	BRMRSADBS0M9	640	2	932,756584	932,865846	932,975108	93,29
23/1/2025	MRS LOGISTICA S/A	MRSL1A	BRMRSADBS0E6	94	2	10.617,784981	10.619,229016	10.620,673051	100,82
23/1/2025	MRS LOGISTICA S/A	MRSL27	BRMRSADBS099	551	8	611,261222	611,374590	611,995302	165,43
23/1/2025	MARITUBA TRANSMISSAO DE ENERGIA S.A.	MRTR11	BRMRTRDBS000	130	2	1.103,995600	1.104,003880	1.104,012160	91,16
23/1/2025	MRV ENGENHARIA E PARTICIPACOES S.A.	MRVEA8	BRMRVEDBS0R9	264	2	1.058,276049	1.058,283986	1.058,291923	100,34
23/1/2025	MATA DE SANTA GENEBRA TRANSMISSAO S/A	MSGT23	BRMSGTDBS050	1434	8	981,733589	982,365411	982,646917	86,87
23/1/2025	MATA DE SANTA GENEBRA TRANSMISSAO S/A	MSGT33	BRMSGTDBS068	20	1	938,844453	938,844453	938,844453	84,91
23/1/2025	CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A	MTRJ19	BRMGPRDBS068	14312	16	1.161,051358	1.201,059266	1.217,973526	90,67
23/1/2025	MOVIDA PARTICIPACOES S/A	MVLV16	BRMOVIDBS0X6	302	1	1.338,224083	1.338,224083	1.338,224083	82,43
23/1/2025	MOVIDA PARTICIPACOES S/A	MVLV19	BRMOVIDBS0W8	1316	4	994,287686	994,422864	994,558041	95,53
23/1/2025	NATURA COSMETICOS S/A	NATUA3	BRNATUDBS0I0	2270	2	1.019,744652	1.019,778750	1.019,812847	100,65
23/1/2025	NC ENERGIA S.A.	NCEN11	BRNCENDBS001	122	1	358,729315	358,729315	358,729315	101,21
23/1/2025	NEOENERGIA S/A	NEOE16	BRNEOEDBS047	185	13	1.215,847418	1.240,157110	1.276,727870	88,77
23/1/2025	NEOENERGIA S/A	NEOE26	BRNEOEDBS054	838	10	988,095104	1.015,369638	1.020,311464	88,76
23/1/2025	NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A.	NMCH11	BRNMCHDBS006	5150	5	929,776219	929,776219	929,776219	91,09
23/1/2025	NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.	NRTB11	BRNRTBDBS002	57	1	603,709340	603,709340	603,709340	189,27
23/1/2025	NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.	NRTB21	BRNRTBDBS010	32	2	701,026636	701,026636	701,026636	150,20
23/1/2025	NORTE ENERGIA S/A	NTEN11	BRNTENDBS005	101	4	1.155,345247	1.200,240282	1.204,850119	95,09
23/1/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD17	BRNTSDDBS0A8	10000	7	1.010,763730	1.010,763730	1.010,763730	100,00
23/1/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD18	BRNTSDDBS0B6	50	2	998,467802	998,862306	999,256810	99,02
23/1/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD36	BRNTSDDBS089	9400	13	1.077,422084	1.077,422084	1.077,422084	102,11
23/1/2025	CONCESSIONARIA ROTA DAS BANDEIRAS S/A	ODTR11	BRODTRDBS006	4	2	19.292,211819	19.322,497576	19.352,783332	100,39
23/1/2025	SERENA GERACAO S.A.	OMGE12	BROMGEDBS044	220	2	1.174,380000	1.180,694503	1.187,009005	87,75
23/1/2025	SERENA GERACAO S.A.	OMGE15	BROMGEDBS077	1214	2	1.013,591058	1.013,611330	1.013,631602	100,00
23/1/2025	SERENA GERACAO S.A.	OMGE22	BROMGEDBS051	526	4	1.174,180000	1.180,581635	1.186,983269	87,74
23/1/2025	SERENA GERACAO S.A.	OMGE41	BROMGEDBS036	80	4	1.275,717688	1.284,802734	1.288,260681	93,43
23/1/2025	DELTA 3 ENERGIA S.A	OMNG12	BROMNGDBS011	146	4	824,898854	840,839366	841,652057	99,03
23/1/2025	ONCOCLINICAS DO BRASIL SERVICOS MEDICOS  S.A.	ONCO19	BRONCODBS032	2631	5	850,205389	876,045560	884,172824	85,80
23/1/2025	ONCOCLINICAS DO BRASIL SERVICOS MEDICOS  S.A.	ONCOA1	BRONCODBS057	526	11	958,949998	969,228401	978,351302	93,65
23/1/2025	OCEANPACT SERVICOS MARITIMOS S.A.	OPCT16	BROPCTDBS077	366	2	1.001,652816	1.001,660328	1.001,667840	100,00
23/1/2025	ORIGEM ENERGIA S.A.	ORIG11	BR0HJ5DBS000	275	9	967,127094	1.004,873648	1.015,071633	94,75
23/1/2025	ORIGEM ENERGIA S.A.	ORIG21	BR0HJ5DBS018	7151	129	879,860890	916,021526	964,468787	90,36
23/1/2025	COMPANHIA PAULISTA DE FORCA E LUZ	PALF38	BRPALFDBS0C8	274	2	1.427,611641	1.427,713031	1.427,814421	96,16
23/1/2025	COMPANHIA PAULISTA DE FORCA E LUZ	PALFA3	BRPALFDBS0H7	4434	6	967,296599	968,010482	974,114638	90,05
23/1/2025	COMPANHIA PAULISTA DE FORCA E LUZ	PALFB3	BRPALFDBS0I5	474	2	961,771079	962,409847	963,048614	89,53
23/1/2025	PAMPA TRANSMISSAO DE ENERGIA S.A	PAMP12	BRPAMPDBS016	948	72	877,658417	877,675971	877,693524	90,66
23/1/2025	TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS S.A	PCHSA1	BRPCHSDBS0S3	69860516	8	0,373985	0,373985	0,373985	100,00
23/1/2025	TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS S.A	PCHSB1	BRPCHSDBS0T1	18000000	8	1,040824	1,040824	1,040824	ND
23/1/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA11	BRPEJADBS008	531	19	1.080,662619	1.107,348951	1.135,810559	96,79
23/1/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA12	BRPEJADBS024	49	1	929,895005	929,895005	929,895005	88,77
23/1/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA13	BRPEJADBS040	1851	47	904,441226	927,590161	937,876262	90,18
23/1/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA22	BRPEJADBS032	588	7	951,695945	956,651656	1.001,338367	89,49
23/1/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA23	BRPEJADBS057	988	16	930,463178	975,345719	991,670295	92,76
23/1/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR16	BRPETRDBS001	978	75	1.342,291055	1.350,802659	1.364,920776	97,08
23/1/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR17	BRPETRDBS0B4	117	6	1.153,887568	1.170,540340	1.201,683766	85,00
23/1/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR26	BRPETRDBS092	784	15	1.211,450854	1.221,294586	1.244,737905	87,77
23/1/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR27	BRPETRDBS0C2	384	13	1.009,453861	1.033,325927	1.097,710996	74,96
23/1/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR36	BRPETRDBS0A6	1628	3	501,902481	501,982685	502,865738	100,11
23/1/2025	AUTOPISTA LITORAL SUL S/A.	PLSB1A	BRAPLSDBS020	290	13	1.068,109007	1.076,947074	1.123,389509	89,66
23/1/2025	PARNAIBA GERACAO E COMERCIALIZACAO DE ENERGIA S.A	PNBI11	BRPNBIDBS009	126	6	1.954.742,383059	1.954.742,383059	1.954.742,383059	99,64
23/1/2025	POTENGI HOLDINGS S.A.	POTE11	BRPOTEDBS008	358	2	984,912097	1.004,521049	1.024,130000	94,94
23/1/2025	POTENGI HOLDINGS S.A.	POTE12	BRPOTEDBS016	348	1	92,939074	92,939074	92,939074	92,73
23/1/2025	MOBITECH LOCADORA DE VEICULOS S.A.	PPLV22	BRPPLVDBS030	2214	6	1.022,411031	1.022,418699	1.022,426367	99,99
23/1/2025	PIRAPORA SOLAR HOLDING S.A.	PRAS11	BRPRASDBS001	1071	4	1.014,378753	1.021,227261	1.048,148701	ND
23/1/2025	PROJETO LAKE S.A	PRLK11	BRPRLKDBS005	26575	25	1.073,758091	1.073,835715	1.073,866785	90,83
23/1/2025	PARANAIBA TRANSMISSORA DE ENERGIA S.A.	PRTE12	BRPRTEDBS019	147	1	664,146574	664,146574	664,146574	97,65
23/1/2025	QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.	QUAL16	BRQUALDBS032	40836	16	732,531152	735,068233	735,152302	96,24
23/1/2025	ACUCAREIRA QUATA S/A	QUAT13	BRQUATDBS043	2620	4	1.077,809786	1.077,809786	1.077,809786	97,24
23/1/2025	RIO ALTO STL HOLDING I S.A	RAHD11	BRRAHDDBS000	5915	3	950,229999	1.002,809042	1.003,050148	86,90
23/1/2025	PAU RAINHA GERACAO E COMERCIO DE ENERGIA SPE S/A	RAIN12	BRRAINDBS023	1080	2	1.172,673978	1.172,732615	1.172,791252	83,22
23/1/2025	CONCESSIONARIA ROTA DO ATLANTICO S.A.	RATL11	BRRATLDBS008	29	3	1.014,537875	1.018,001876	1.064,765893	88,07
23/1/2025	OPEA SECURITIZADORA S/A	RBRA26	BRRBRADBS0E0	1230	2	1.188,933178	1.189,007621	1.189,082063	118,90
23/1/2025	RDA IMPORTACAO EXPORTACAO E SERVICOS S.A.	RDAS11	BRRDASDBS007	114	7	347,521047	351,099994	351,521047	99,88
23/1/2025	RDA IMPORTACAO EXPORTACAO E SERVICOS S.A.	RDAS12	BRRDASDBS023	36	4	892,914832	893,748165	894,414832	99,93
23/1/2025	RDA IMPORTACAO EXPORTACAO E SERVICOS S.A.	RDAS21	BRRDASDBS015	8	2	357,534271	359,034271	360,534271	99,58
23/1/2025	REDE DOR SAO LUIZ S/A	RDORA5	BRRDORDBS0G7	4000	9	1.048,875531	1.049,337762	1.049,799993	101,37
23/1/2025	REDE DOR SAO LUIZ S/A	RDORB9	BRRDORDBS0A0	68	1	1.101,015880	1.101,015880	1.101,015880	104,40
23/1/2025	REDE DOR SAO LUIZ S/A	RDORD3	BRRDORDBS0Q6	997	1	1.033,158215	1.033,158215	1.033,158215	100,59
23/1/2025	REDE DOR SAO LUIZ S/A	RDORD7	BRRDORDBS0I3	3478	6	1.055,142882	1.055,150796	1.055,158710	100,14
23/1/2025	RDVE SUBHOLDING S.A.	RDVE11	BRRDVEDBS003	19586	14	1.125,579569	1.125,780920	1.126,586790	93,88
23/1/2025	PETRORECONCAVO S.A.	RECV11	BRRECVDBS005	5890	17	982,970395	985,096661	1.020,139829	94,71
23/1/2025	PETRORECONCAVO S.A.	RECV12	BRRECVDBS021	280	2	1.032,555270	1.032,563014	1.032,570758	100,15
23/1/2025	PETRORECONCAVO S.A.	RECV21	BRRECVDBS013	418	4	927,740070	929,274150	930,808230	90,94
23/1/2025	LOCALIZA RENT A CAR S/A	RENTA5	BRRENTDBS0S0	2458	7	1.075,328093	1.077,825029	1.078,824349	101,71
23/1/2025	LOCALIZA RENT A CAR S/A	RENTC8	BRRENTDBS188	1960	15	1.059,298056	1.059,607533	1.059,917009	100,73
23/1/2025	LOCALIZA RENT A CAR S/A	RENTD0	BRRENTDBS1C2	4148	2	1.015,034720	1.015,042333	1.015,049946	100,00
23/1/2025	RAIZEN ENERGIA S/A	RESA14	BRRESADBS039	1977	10	1.166,061095	1.178,511576	1.194,802988	86,49
23/1/2025	RAIZEN ENERGIA S/A	RESA15	BRRESADBS054	44	3	1.230,848750	1.238,586325	1.239,638173	92,12
23/1/2025	RAIZEN ENERGIA S/A	RESA17	BRRESADBS070	5221	16	1.094,729942	1.108,457156	1.139,469204	93,69
23/1/2025	RAIZEN ENERGIA S/A	RESA27	BRRESADBS088	702	6	1.064,343069	1.073,337462	1.091,463106	90,69
23/1/2025	RGE SUL DISTRIBUIDORA DE ENERGIA S/A	RIGEA3	BRAESLDBS0L7	286	4	1.058,673224	1.062,006612	1.065,340000	94,67
23/1/2025	RIO PARANA ENERGIA S/A	RIPR22	BRRIPRDBS030	400	2	1.071,413446	1.071,646814	1.071,880182	86,32
23/1/2025	AGUAS DO RIO 4 SPE S.A	RIS412	BRRIS4DBS022	324355	91	9,665212	9,675511	9,893406	90,68
23/1/2025	AGUAS DO RIO 4 SPE S.A	RIS414	BRRIS4DBS055	1539846	16	0,950328	0,975001	1,008649	94,28
23/1/2025	AGUAS DO RIO 4 SPE S.A	RIS422	BRRIS4DBS030	128478	88	8,766374	9,028192	9,669968	84,61
23/1/2025	AGUAS DO RIO 4 SPE S.A	RIS424	BRRIS4DBS063	1912851	66	0,910744	0,943903	0,992727	94,17
23/1/2025	AGUAS DO RIO 1 SPE S.A	RISP12	BRRISPDBS020	286123	67	9,469607	9,684944	9,698037	90,77
23/1/2025	AGUAS DO RIO 1 SPE S.A	RISP14	BRRISPDBS053	205742	3	0,948479	0,948581	1,003578	94,28
23/1/2025	AGUAS DO RIO 1 SPE S.A	RISP22	BRRISPDBS038	164138	106	8,766374	9,064652	9,669968	84,95
23/1/2025	AGUAS DO RIO 1 SPE S.A	RISP24	BRRISPDBS061	1143109	48	0,921128	0,944626	0,991945	94,17
23/1/2025	BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.	RMSA12	BRRMSADBS024	11074	92	1.111,488415	1.137,235149	1.186,892152	ND
23/1/2025	RANDON S.A. IMPLEMENTOS E  PARTICIPACOES	RNDN29	BRRNDNDBS043	976	2	1.074,735594	1.074,791945	1.074,848295	101,49
23/1/2025	RANDON S.A. IMPLEMENTOS E  PARTICIPACOES	RNDNA0	BRRNDNDBS050	392	2	1.035,397313	1.035,405079	1.035,412845	101,04
23/1/2025	RODOVIAS DO BRASIL HOLDING S.A.	RODB11	BRRODBDBS004	578	2	1.555,105780	1.555,183539	1.555,261298	105,12
23/1/2025	CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.	RODT12	BRRODTDBS014	86	2	1.001,576793	1.001,584305	1.001,591817	92,48
23/1/2025	BRAVA ENERGIA S.A.	RRRP13	BRRRRPDBS056	378	12	1.020,304868	1.040,341041	1.067,990851	96,20
23/1/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN16	BRRSANDBS089	122	11	967,375075	976,753244	1.010,903169	93,97
23/1/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN25	BRRSANDBS071	47212	4	1.042,379401	1.042,676329	1.042,973257	102,35
23/1/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN34	BRRSANDBS048	4	1	1.218,882140	1.218,882140	1.218,882140	94,82
23/1/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN44	BRRSANDBS055	19	5	1.182,910427	1.182,997057	1.184,000413	91,85
23/1/2025	RUMO S.A.	RUMOA2	BRRAILDBS019	159	3	1.275,991858	1.277,226481	1.277,300558	90,61
23/1/2025	RUMO S.A.	RUMOA3	BRRAILDBS035	556	5	1.190,357120	1.195,369665	1.198,700742	87,05
23/1/2025	RUMO S.A.	RUMOA4	BRRAILDBS050	220	5	1.278,481241	1.297,982634	1.313,630000	95,64
23/1/2025	RUMO S.A.	RUMOA5	BRRAILDBS068	783	14	1.044,414446	1.077,643565	1.107,444853	84,10
23/1/2025	RUMO S.A.	RUMOA6	BRRAILDBS084	1090	14	1.041,229679	1.064,934607	1.077,745539	85,89
23/1/2025	RUMO S.A.	RUMOB3	BRRAILDBS043	3	2	1.196,704960	1.200,600456	1.208,391449	87,41
23/1/2025	RUMO S.A.	RUMOB5	BRRAILDBS076	648	14	918,601042	949,854496	987,210946	74,10
23/1/2025	RUMO S.A.	RUMOB6	BRRAILDBS092	94	4	922,319788	958,735304	985,709760	77,32
23/1/2025	RUMO S.A.	RUMOB7	BRRAILDBS0B5	2138	10	939,350000	973,889431	978,629389	90,69
23/1/2025	RIOMAIS SANEAMENTO BL3 S.A	SABP12	BRSABPDBS013	2780	72	953,468777	990,855699	991,502071	86,64
23/1/2025	ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A	SAELA3	BRSAELDBS0I3	5056	4	954,157467	957,371462	957,471080	91,24
23/1/2025	ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A	SAELB3	BRSAELDBS0J1	64	2	908,929798	912,565662	916,201526	86,92
23/1/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPR10	BRSAPRDBS0I4	146	2	12.699,425235	12.700,606478	12.701,787720	93,96
23/1/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPRA2	BRSAPRDBS0L8	700	6	1.117,973859	1.121,846930	1.125,720000	87,64
23/1/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPRB3	BRSAPRDBS0P9	456	2	1.011,100000	1.019,153504	1.027,207008	88,14
23/1/2025	SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A.	SAVI13	BRSVTRDBS033	353	3	646,809864	647,933313	665,897306	126,76
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPB6	BRSBSPDBS1J8	1346	10	1.262,274902	1.277,513033	1.292,544634	93,44
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPC4	BRSBSPDBS1E9	32	2	1.300,494828	1.300,494828	1.300,494828	93,84
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPC6	BRSBSPDBS1K6	86	2	1.227,533993	1.229,097234	1.229,774639	89,77
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPD2	BRSBSPDBS1Z4	40000	2	1.036,701458	1.036,701458	1.036,701458	99,58
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPD4	BRSBSPDBS1F6	11	1	1.203,957203	1.203,957203	1.203,957203	86,80
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPE9	BRSBSPDBS1S9	701	4	1.008,805577	1.010,772396	1.058,485417	86,08
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPF9	BRSBSPDBS1T7	164	8	956,676547	966,108274	975,540000	82,26
23/1/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPG0	BRSBSPDBS1U5	1594	2	786,596469	786,612201	786,627933	100,55
23/1/2025	SER EDUCACIONAL S/A	SEER13	BRSEERDBS049	3956	4	910,628301	910,635131	910,641961	100,56
23/1/2025	SIMPAR S.A.	SIMH14	BRSIMHDBS051	88	1	998,380164	998,380164	998,380164	99,51
23/1/2025	SIMPAR S.A.	SIMH16	BRSIMHDBS077	652	12	894,396284	932,087255	948,379593	92,03
23/1/2025	SOBRAL I SOLAR ENERGIA SPE S.A.	SISE11	BRSISEDBS006	1176	90	855,394887	855,411996	855,429104	135,41
23/1/2025	SILVANIA TRANSMISSORA DE ENERGIA S.A.	SITR11	BRSITRDBS006	1710	2	1.466,916174	1.466,985015	1.467,053855	99,94
23/1/2025	SANTA LUZ GERACAO E COMERCIO DE ENERGIA SPE S/A.	SLZG12	BRSLZGDBS026	1080	2	1.172,678770	1.172,737407	1.172,796044	83,22
23/1/2025	SMARTFIT ESCOLA DE GINASTICA E DANCA S/A	SMFT19	BRSMFTDBS0A7	1200	2	1.038,711747	1.038,763685	1.038,815623	100,26
23/1/2025	SMARTFIT ESCOLA DE GINASTICA E DANCA S/A	SMFTA0	BRSMFTDBS0C3	426	2	997,863453	997,870937	997,878421	99,64
23/1/2025	SAO MARTINHO S/A	SMTO14	BRSMTODBS013	1	1	998,688932	998,688932	998,688932	87,48
23/1/2025	SAO MARTINHO S/A	SMTO24	BRSMTODBS021	82	6	957,837191	1.009,308383	1.022,911768	88,41
23/1/2025	SANEAMENTO DE GOIAS S/A	SNGO18	BRSNGODBS0J1	6012	2	310,826542	310,832759	310,838976	100,72
23/1/2025	SANEAMENTO DE GOIAS S/A	SNGOA2	BRSNGODBS0N3	5020	2	992,694144	992,701589	992,709034	98,98
23/1/2025	SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.	SPLV11	BRSPLVDBS000	1090	84	1.010,261594	1.010,281800	1.010,302006	80,39
23/1/2025	ARGO VI TRANSMISSAO DE ENERGIA S.A	SPRZ11	BRSPRZDBS008	20	1	906,703580	906,703580	906,703580	97,04
23/1/2025	SAO ROQUE ENERGETICA S.A.	SRQE11	BRSRQEDBS019	90	2	961,838854	961,846068	961,853282	92,48
23/1/2025	SANTOS BRASIL PARTICIPACOES S/A	STBP35	BRSTBPDBS070	30	1	927,776643	927,776643	927,776643	88,77
23/1/2025	SANTOS BRASIL PARTICIPACOES S/A	STBP45	BRSTBPDBS088	170	8	911,744116	961,803512	980,525189	91,97
